Žaidėjas,Data,Laikas,Lygis,Turnyras,Rezultatas,Oponentas
Diogo : Matches,2024-03-02,19:10 UTC,A2A-Tier,eMLS League 2024 - Series Two Group Stage,4 : 2,Chris_alopez
Diogo : Matches,2024-03-02,18:35 UTC,A2A-Tier,eMLS League 2024 - Series Two Group Stage,3 : 2,Chris
Diogo : Matches,2024-03-02,01:20 UTC,A2A-Tier,eMLS League 2024 - Series Two Qualifier,5 : 2,Loux11
Diogo : Matches,2024-03-02,01:20 UTC,A2A-Tier,eMLS League 2024 - Series Two Qualifier,3 : 2,NRaseck
Diogo : Matches,2024-03-02,00:45 UTC,A2A-Tier,eMLS League 2024 - Series Two Qualifier,9 : 5,BenR
Diogo : Matches,2024-03-02,00:10 UTC,A2A-Tier,eMLS League 2024 - Series Two Qualifier,3 : 6,ThiagoCapo
Diogo : Matches,2024-03-01,23:35 UTC,A2A-Tier,eMLS League 2024 - Series Two Qualifier,2 : 3,jafonsogv
Diogo : Matches,2024-03-01,23:00 UTC,A2A-Tier,eMLS League 2024 - Series Two Qualifier,16 : 1,eightysvn
Diogo : Matches,2024-03-01,20:15 UTC,A2A-Tier,eMLS League 2024 - Series Two Qualifier,6 : 4,Lamps
Diogo : Matches,2024-03-01,19:45 UTC,A2A-Tier,eMLS League 2024 - Series Two Qualifier,5 : 2,JordyReyes
Diogo : Matches,2024-03-01,19:10 UTC,A2A-Tier,eMLS League 2024 - Series Two Qualifier,7 : 2,SaucySammy
Diogo : Matches,2024-03-01,18:35 UTC,A2A-Tier,eMLS League 2024 - Series Two Qualifier,3 : 1,Chris
Diogo : Matches,2024-03-01,18:00 UTC,A2A-Tier,eMLS League 2024 - Series Two Qualifier,6 : 4,GN10
Diogo : Matches,2024-02-18,22:15 UTC,A2A-Tier,eMLS League 2024 - Series One Playoffs,1 : 5,Paulo Neto
Diogo : Matches,2024-02-18,21:30 UTC,A2A-Tier,eMLS League 2024 - Series One Playoffs,5 : 4,GN10
Diogo : Matches,2024-02-18,20:30 UTC,A2A-Tier,eMLS League 2024 - Series One Playoffs,3 : 2,K1John
Diogo : Matches,2024-02-17,23:10 UTC,A2A-Tier,eMLS League 2024 - Series One Group Stage,3 : 2,doolsta
Diogo : Matches,2024-02-17,22:35 UTC,A2A-Tier,eMLS League 2024 - Series One Group Stage,4 : 2,G_Adamou
Diogo : Matches,2024-02-17,21:25 UTC,A2A-Tier,eMLS League 2024 - Series One Group Stage,3 : 4,Paulo Neto
Diogo : Matches,2024-02-17,20:50 UTC,A2A-Tier,eMLS League 2024 - Series One Group Stage,8 : 1,yaboyoussef
Diogo : Matches,2024-02-17,20:15 UTC,A2A-Tier,eMLS League 2024 - Series One Group Stage,5 : 3,doolsta
Diogo : Matches,2024-02-17,19:45 UTC,A2A-Tier,eMLS League 2024 - Series One Group Stage,5 : 2,G_Adamou
Diogo : Matches,2024-02-17,18:35 UTC,A2A-Tier,eMLS League 2024 - Series One Group Stage,7 : 4,Paulo Neto
Diogo : Matches,2024-02-17,18:00 UTC,A2A-Tier,eMLS League 2024 - Series One Group Stage,7 : 0,yaboyoussef
Diogo : Matches,2024-02-17,01:20 UTC,A2A-Tier,eMLS League 2024 - Series One Qualifier, : ,Pabs
Diogo : Matches,2024-02-17,00:45 UTC,A2A-Tier,eMLS League 2024 - Series One Qualifier,8 : 3,KingCJ0
Diogo : Matches,2024-02-17,00:10 UTC,A2A-Tier,eMLS League 2024 - Series One Qualifier,1 : 2,AlanAvi
Diogo : Matches,2024-02-16,23:35 UTC,A2A-Tier,eMLS League 2024 - Series One Qualifier,6 : 3,K1John
Diogo : Matches,2024-02-16,20:15 UTC,A2A-Tier,eMLS League 2024 - Series One Qualifier,5 : 2,yaboyoussef
Diogo : Matches,2024-02-16,20:15 UTC,A2A-Tier,eMLS League 2024 - Series One Qualifier,3 : 6,G_Adamou
Diogo : Matches,2024-02-16,19:45 UTC,A2A-Tier,eMLS League 2024 - Series One Qualifier,8 : 2,Ollelito
Diogo : Matches,2024-02-16,19:10 UTC,A2A-Tier,eMLS League 2024 - Series One Qualifier,8 : 2,chris_alopez
Diogo : Matches,2024-02-16,18:35 UTC,A2A-Tier,eMLS League 2024 - Series One Qualifier,5 : 1,doolsta
Diogo : Matches,2024-02-16,18:00 UTC,A2A-Tier,eMLS League 2024 - Series One Qualifier, : ,Paulo Neto
Diogo : Matches,2023-11-26,12:00 UTC,A2A-Tier,FC Pro 24 Open - Regional Cups November: Europe West,3 : 7,albertovk1999
Diogo : Matches,2023-10-22,15:00 UTC,A1S-Tier,FC Pro 24 Open - Regional Qualifiers: Europe West,1 : 7,NiKSNEB
Diogo : Matches,2023-10-22,13:00 UTC,A1S-Tier,FC Pro 24 Open - Regional Qualifiers: Europe West,2 : 6,Leks
Diogo : Matches,2023-10-22,12:00 UTC,A1S-Tier,FC Pro 24 Open - Regional Qualifiers: Europe West,7 : 3,FTGMessy
Diogo : Matches,2023-10-22,11:00 UTC,A1S-Tier,FC Pro 24 Open - Regional Qualifiers: Europe West,14 : 8,Gorilla
Diogo : Matches,2023-09-28,20:15 UTC,A5D-Tier,FC Pro Cup #1,3 : 4,Stingray
Diogo : Matches,2023-02-12,10:00 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #2,1 : 4,OMalese
Diogo : Matches,2023-02-11,17:00 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #2,1 : 7,Umut
Diogo : Matches,2022-11-27,17:00 UTC,A1S-Tier,eChampions League 2023 - Qualifier West,4 : 6,Stokes
Diogo : Matches,2022-11-27,15:00 UTC,A1S-Tier,eChampions League 2023 - Qualifier West,1 : 5,DPeixoto
Diogo : Matches,2022-11-27,14:00 UTC,A1S-Tier,eChampions League 2023 - Qualifier West,6 : 4,Zynia
Diogo : Matches,2022-11-27,13:00 UTC,A1S-Tier,eChampions League 2023 - Qualifier West,5 : 6,Moolzn
Diogo : Matches,2022-11-27,12:00 UTC,A1S-Tier,eChampions League 2023 - Qualifier West,8 : 6,Ama2zerr
Diogo : Matches,2022-11-26,16:00 UTC,A1S-Tier,eChampions League 2023 - Qualifier West,5 : 9,Maestro
Diogo : Matches,2022-11-26,14:00 UTC,A1S-Tier,eChampions League 2023 - Qualifier West,7 : 3,Rafsou
Diogo : Matches,2022-11-26,13:00 UTC,A1S-Tier,eChampions League 2023 - Qualifier West,7 : 6,1mpactZ
Diogo : Matches,2022-05-24,15:00 UTC,A1S-Tier,FIFA 22 Global Series - Europe West Qualifier #4,1 : 3,EmreYilmaz
Diogo : Matches,2022-05-24,14:00 UTC,A1S-Tier,FIFA 22 Global Series - Europe West Qualifier #4,5 : 3,Fouma
Diogo : Matches,2022-04-24,11:15 UTC,A1S-Tier,eChampions League 2022 - Knockout Stage,5 : 8,Snakez
Diogo : Matches,2022-04-23,12:25 UTC,A1S-Tier,eChampions League 2022 - Knockout Stage,2 : 5,Roee Feldman
Diogo : Matches,2022-04-23,11:15 UTC,A1S-Tier,eChampions League 2022 - Knockout Stage,6 : 5,Blazek
Diogo : Matches,2022-02-19,20:55 UTC,A1S-Tier,eChampions League 2022 - Group Stage,6 : 2,NachoAbella
Diogo : Matches,2022-02-19,19:45 UTC,A1S-Tier,eChampions League 2022 - Group Stage,7 : 6,nicolas99fc
Diogo : Matches,2022-02-19,18:35 UTC,A1S-Tier,eChampions League 2022 - Group Stage,3 : 2,Stokes
Diogo : Matches,2022-02-19,17:25 UTC,A1S-Tier,eChampions League 2022 - Group Stage,1 : 8,Maestro
Diogo : Matches,2022-02-19,16:15 UTC,A1S-Tier,eChampions League 2022 - Group Stage,2 : 1,NiKSNEB
Diogo : Matches,2021-12-05,14:00 UTC,A1S-Tier,eChampions League 2022 - Qualifier West,7 : 6,MichaelFisher
Diogo : Matches,2021-12-05,13:00 UTC,A1S-Tier,eChampions League 2022 - Qualifier West,3 : 1,Tom
Diogo : Matches,2021-11-17,19:00 UTC,A4C-Tier,Blacki Cup #11,2 : 3,Vejrgang
Diogo : Matches,2021-07-03,18:10 UTC,A2A-Tier,FIFA 21 Global Series - Xbox One: Europe Playoffs,4 : 5,Skifter
Diogo : Matches,2021-07-03,17:20 UTC,A2A-Tier,FIFA 21 Global Series - Xbox One: Europe Playoffs,5 : 3,Colston
Diogo : Matches,2021-07-03,15:05 UTC,A2A-Tier,FIFA 21 Global Series - Xbox One: Europe Playoffs,1 : 3,Denuzzo
Diogo : Matches,2021-07-03,14:15 UTC,A2A-Tier,FIFA 21 Global Series - Xbox One: Europe Playoffs,3 : 1,lefti
Diogo : Matches,2021-07-02,19:15 UTC,A2A-Tier,FIFA 21 Global Series - Xbox One: Europe Playoffs,7 : 1,Dani Visser
Diogo : Matches,2021-07-02,18:00 UTC,A2A-Tier,FIFA 21 Global Series - Xbox One: Europe Playoffs,4 : 5,NiKSNEB
Diogo : Matches,2021-07-02,16:45 UTC,A2A-Tier,FIFA 21 Global Series - Xbox One: Europe Playoffs,7 : 0,RayZiaaH
Diogo : Matches,2021-07-02,15:30 UTC,A2A-Tier,FIFA 21 Global Series - Xbox One: Europe Playoffs,5 : 3,GodMode
Diogo : Matches,2021-07-02,14:15 UTC,A2A-Tier,FIFA 21 Global Series - Xbox One: Europe Playoffs,3 : 5,Lyricz
Diogo : Matches,2021-03-26,20:00 UTC,A2A-Tier,ePremier League 2021 - Finals: Playoffs,1 : 3,Ollelito
Diogo : Matches,2021-03-26,18:00 UTC,A2A-Tier,ePremier League 2021 - Finals: Playoffs,9 : 3,Dragon
Diogo : Matches,2021-03-25,19:00 UTC,A2A-Tier,ePremier League 2021 - Finals: Playoffs,6 : 3,Jas
Diogo : Matches,2021-03-24,15:00 UTC,A2A-Tier,ePremier League 2021 - Finals: Group Stage,4 : 3,Jayden
Diogo : Matches,2021-03-24,14:00 UTC,A2A-Tier,ePremier League 2021 - Finals: Group Stage,5 : 0,Ashy
Diogo : Matches,2021-01-28,17:30 UTC,A1S-Tier,FIFAe Club World Cup 2021 - Europe: Playoffs,1 : 2,Not Alvarez
Diogo : Matches,2020-07-18,16:10 UTC,A2A-Tier,FIFA 20 Summer Cup Series - Europe,2 : 3,Gorilla
Diogo : Matches,2020-07-17,16:40 UTC,A2A-Tier,FIFA 20 Summer Cup Series - Europe,3 : 2,Lyricz
Diogo : Matches,2020-07-17,15:00 UTC,A2A-Tier,FIFA 20 Summer Cup Series - Europe,1 : 7,Tom
Diogo : Matches,2020-07-17,13:00 UTC,A2A-Tier,FIFA 20 Summer Cup Series - Europe,1 : 1,EthxnH
Diogo : Matches,2020-05-05,19:00 UTC,A4C-Tier,Futhead Tuesday Night Football #32 - Europe,3 : 6,Mence
Diogo : Matches,2020-02-22,14:00 UTC,A2A-Tier,FUT 20 Champions Cup Stage IV - Playoffs,2 : 4,Msdossary
Diogo : Matches,2020-02-21,18:00 UTC,A2A-Tier,FUT 20 Champions Cup Stage IV - Group Stage,5 : 3,Jas
Diogo : Matches,2020-02-21,17:00 UTC,A2A-Tier,FUT 20 Champions Cup Stage IV - Group Stage,1 : 3,NRaseck
Diogo : Matches,2020-02-21,16:00 UTC,A2A-Tier,FUT 20 Champions Cup Stage IV - Group Stage,5 : 2,Squirrel
Diogo : Matches,2020-02-21,15:00 UTC,A2A-Tier,FUT 20 Champions Cup Stage IV - Group Stage,1 : 2,Mino
Diogo : Matches,2020-02-21,14:00 UTC,A2A-Tier,FUT 20 Champions Cup Stage IV - Group Stage,1 : 0,BorasLegend
Diogo : Matches,2020-02-09,10:00 UTC,A1S-Tier,FIFA eClub World Cup 2020,2 : 5,damie
Diogo : Matches,2020-02-08,17:10 UTC,A1S-Tier,FIFA eClub World Cup 2020,5 : 2,nicolas99fc
Diogo : Matches,2020-02-08,13:45 UTC,A1S-Tier,FIFA eClub World Cup 2020,0 : 9,Gravesen
Diogo : Matches,2020-02-08,12:25 UTC,A1S-Tier,FIFA eClub World Cup 2020, : ,DonOli
Diogo : Matches,2020-02-07,16:40 UTC,A1S-Tier,FIFA eClub World Cup 2020,3 : 6,Joksan
Diogo : Matches,2020-02-07,15:20 UTC,A1S-Tier,FIFA eClub World Cup 2020,5 : 2,Marko
Diogo : Matches,2020-02-07,14:00 UTC,A1S-Tier,FIFA eClub World Cup 2020,5 : 2,Shellzz
Diogo : Matches,2020-01-19,17:00 UTC,A2A-Tier,FUT 20 Champions Cup Stage III - Playoffs,1 : 2,Ollelito
Diogo : Matches,2020-01-19,16:00 UTC,A2A-Tier,FUT 20 Champions Cup Stage III - Playoffs,6 : 2,Msdossary
Diogo : Matches,2020-01-18,15:00 UTC,A2A-Tier,FUT 20 Champions Cup Stage III - Playoffs,4 : 2,PHzin
Diogo : Matches,2020-01-18,14:00 UTC,A2A-Tier,FUT 20 Champions Cup Stage III - Playoffs,5 : 1,El Polako
Diogo : Matches,2020-01-17,18:00 UTC,A2A-Tier,FUT 20 Champions Cup Stage III - Group Stage,5 : 2,Vini
Diogo : Matches,2020-01-17,17:00 UTC,A2A-Tier,FUT 20 Champions Cup Stage III - Group Stage,3 : 1,Venny
Diogo : Matches,2020-01-17,16:00 UTC,A2A-Tier,FUT 20 Champions Cup Stage III - Group Stage,1 : 3,Sakul
Diogo : Matches,2020-01-17,15:00 UTC,A2A-Tier,FUT 20 Champions Cup Stage III - Group Stage,1 : 6,Longaray
Diogo : Matches,2020-01-17,14:00 UTC,A2A-Tier,FUT 20 Champions Cup Stage III - Group Stage,5 : 0,Jas
Diogo : Matches,2019-11-23,15:00 UTC,A2A-Tier,FUT 20 Champions Cup Stage II - Playoffs,2 : 3,Vini
Diogo : Matches,2019-11-23,14:00 UTC,A2A-Tier,FUT 20 Champions Cup Stage II - Playoffs,3 : 1,Icaro
Diogo : Matches,2019-11-22,18:00 UTC,A2A-Tier,FUT 20 Champions Cup Stage II - Group Stage,0 : 4,Msdossary
Diogo : Matches,2019-11-22,17:00 UTC,A2A-Tier,FUT 20 Champions Cup Stage II - Group Stage,4 : 3,Jamie
Diogo : Matches,2019-11-22,16:00 UTC,A2A-Tier,FUT 20 Champions Cup Stage II - Group Stage,3 : 0,DullenMIKE
Diogo : Matches,2019-11-22,15:00 UTC,A2A-Tier,FUT 20 Champions Cup Stage II - Group Stage,4 : 1,molnargabo
Diogo : Matches,2019-11-22,14:00 UTC,A2A-Tier,FUT 20 Champions Cup Stage II - Group Stage,2 : 0,Trigga
Diogo : Matches,2019-11-09,17:00 UTC,A2A-Tier,FUT 20 Champions Cup Stage I - Playoffs,2 : 3,DullenMIKE
Diogo : Matches,2019-11-08,18:00 UTC,A2A-Tier,FUT 20 Champions Cup Stage I - Group Stage,4 : 3,RayZiaaH
Diogo : Matches,2019-11-08,17:00 UTC,A2A-Tier,FUT 20 Champions Cup Stage I - Group Stage,6 : 4,Senna
Diogo : Matches,2019-11-08,16:00 UTC,A2A-Tier,FUT 20 Champions Cup Stage I - Group Stage,3 : 4,DaXe
Diogo : Matches,2019-11-08,15:00 UTC,A2A-Tier,FUT 20 Champions Cup Stage I - Group Stage,3 : 4,NRaseck
Diogo : Matches,2019-11-08,14:00 UTC,A2A-Tier,FUT 20 Champions Cup Stage I - Group Stage,6 : 4,FIFAFico
Diogo : Matches,2019-07-07,13:00 UTC,A1S-Tier,FIFA Global Series 2019 Playoffs - Xbox One: Playoffs,4 : 5,Phenomeno
Diogo : Matches,2019-07-05,16:00 UTC,A1S-Tier,FIFA Global Series 2019 Playoffs - Xbox One: Group Stage,6 : 4,Resende
Diogo : Matches,2019-07-05,15:00 UTC,A1S-Tier,FIFA Global Series 2019 Playoffs - Xbox One: Group Stage,5 : 2,Dubzje
Diogo : Matches,2019-07-05,14:00 UTC,A1S-Tier,FIFA Global Series 2019 Playoffs - Xbox One: Group Stage,5 : 2,DrNightWatch
Diogo : Matches,2019-07-05,13:00 UTC,A1S-Tier,FIFA Global Series 2019 Playoffs - Xbox One: Group Stage,4 : 3,Joey
Diogo : Matches,2019-05-04,21:30 UTC,A2A-Tier,ELEAGUE Cup 2019,3 : 4,GoalMachine
Diogo : Matches,2019-05-04,16:45 UTC,A2A-Tier,ELEAGUE Cup 2019,11 : 10,Sakul
Diogo : Matches,2019-05-04,15:40 UTC,A2A-Tier,ELEAGUE Cup 2019,2 : 3,Janoz
Diogo : Matches,2019-05-04,14:00 UTC,A2A-Tier,ELEAGUE Cup 2019,6 : 3,Sakul
Diogo : Matches,0000-01-01,,A2A-Tier,FUT 20 Champions Cup Stage I - Xbox One: EU Qualifier,6 : 2,Prohunter
Diogo : Matches,0000-01-01,,A4C-Tier,Blacki Cup #4,3 : 2,Fouma
Diogo : Matches,0000-01-01,,A4C-Tier,Blacki Cup #4,5 : 1,TimoX
Diogo : Matches,0000-01-01,,A4C-Tier,Blacki Cup #4,0 : 1,rikhard11
Atsuyabb : Matches,2023-12-17,09:00 UTC,A2A-Tier,FC Pro 24 Open - Regional Cups December: Asia North,2 : 3,Web Nasri
Atsuyabb : Matches,2023-12-17,08:00 UTC,A2A-Tier,FC Pro 24 Open - Regional Cups December: Asia North,12 : 3,Sony528
Atsuyabb : Matches,2023-11-10,19:30 UTC,A1S-Tier,FC Pro 24 Open - Global Qualifier: Swiss Stage,4 : 7,jafonso
Atsuyabb : Matches,2023-11-10,18:00 UTC,A1S-Tier,FC Pro 24 Open - Global Qualifier: Swiss Stage,1 : 7,Yuval
Atsuyabb : Matches,2023-11-10,17:00 UTC,A1S-Tier,FC Pro 24 Open - Global Qualifier: Swiss Stage,0 : 1,Fadi
Atsuyabb : Matches,2023-10-15,07:00 UTC,A1S-Tier,FC Pro 24 Open - Regional Qualifiers: Asia North,6 : 4,Ebipool
Atsuyabb : Matches,2023-10-15,06:00 UTC,A1S-Tier,FC Pro 24 Open - Regional Qualifiers: Asia North,7 : 5,Stamfordking
Atsuyabb : Matches,2023-10-15,05:00 UTC,A1S-Tier,FC Pro 24 Open - Regional Qualifiers: Asia North,5 : 4,Serry7
Atsuyabb : Matches,2023-05-27,04:30 UTC,A1S-Tier,FIFA 23 Global Series - North Asia Play-ins,2 : 3,Serry7
Atsuyabb : Matches,2023-05-27,03:30 UTC,A1S-Tier,FIFA 23 Global Series - North Asia Play-ins,1 : 3,Ebipool
Atsuyabb : Matches,2023-03-19,03:00 UTC,A1S-Tier,FIFA 23 Global Series - North Asia Qualifier #3,3 : 4,Jackun
Atsuyabb : Matches,2023-02-19,,A1S-Tier,FIFA 23 Global Series - North Asia Qualifier #2,3 : 4,Tsakt
Atsuyabb : Matches,2023-01-08,,A1S-Tier,FIFA 23 Global Series - North Asia Qualifier #1,2 : 3,Agu
Carburatore76 : Matches,2023-05-27,17:00 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #5,3 : 5,Ditmir
Carburatore76 : Matches,2023-05-27,13:00 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #5,4 : 3,Andonii
Carburatore76 : Matches,2023-05-27,11:30 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #5,4 : 11,FurkyPlayz
Carburatore76 : Matches,2023-03-18,11:30 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #3,1 : 5,BerkayLion
Carburatore76 : Matches,2022-10-06,20:00 UTC,A5D-Tier,Blacki Cup #3,4 : 5,Brice
dreamR: Matches,2018-08-03,13:00 UTC,A1S-Tier,FIFA eWorld Cup 2018 - Group Stage,4 : 12,Kurt0411
dreamR: Matches,2018-08-03,12:00 UTC,A1S-Tier,FIFA eWorld Cup 2018 - Group Stage,5 : 6,Aero
dreamR: Matches,2018-08-02,16:00 UTC,A1S-Tier,FIFA eWorld Cup 2018 - Group Stage,6 : 7,Denuzzo
dreamR: Matches,2018-08-02,15:00 UTC,A1S-Tier,FIFA eWorld Cup 2018 - Group Stage,4 : 5,Dani
dreamR: Matches,2018-08-02,14:00 UTC,A1S-Tier,FIFA eWorld Cup 2018 - Group Stage,3 : 4,Alekzandur
dreamR: Matches,2018-08-02,13:00 UTC,A1S-Tier,FIFA eWorld Cup 2018 - Group Stage,1 : 4,Resende
dreamR: Matches,2018-08-02,12:00 UTC,A1S-Tier,FIFA eWorld Cup 2018 - Group Stage,2 : 5,MegaBit
dreamR: Matches,2018-05-31,14:00 UTC,A1S-Tier,FIFA Global Series 2018 Playoffs - Xbox One,3 : 10,Msdossary
dreamR: Matches,2018-05-31,13:00 UTC,A1S-Tier,FIFA Global Series 2018 Playoffs - Xbox One,4 : 2,RemiMartinn
dreamR: Matches,2018-01-28,16:00 UTC,A2A-Tier,FUT 18 Champions Cup Barcelona - Xbox One,4 : 7,Gorilla
dreamR: Matches,2018-01-28,15:00 UTC,A2A-Tier,FUT 18 Champions Cup Barcelona - Xbox One,5 : 4,Herozia
dreamR: Matches,2018-01-28,14:00 UTC,A2A-Tier,FUT 18 Champions Cup Barcelona - Xbox One,3 : 2,iBattle Cat
Ebinho : Matches,2023-10-20,00:45 UTC,A4C-Tier,Gabgol Cup #3,0 : 3,Marangoni
Ebinho : Matches,2023-10-19,23:45 UTC,A4C-Tier,Gabgol Cup #3,5 : 11,GuiBarros
Ebinho : Matches,2023-10-19,23:00 UTC,A4C-Tier,Gabgol Cup #3,19 : 10,Alabinha
Ebinho : Matches,2019-08-03,11:05 UTC,A1S-Tier,FIFA eWorld Cup 2019 Group Stage,4 : 10,Stokes
Ebinho : Matches,2019-08-03,10:15 UTC,A1S-Tier,FIFA eWorld Cup 2019 Group Stage, : ,Dani
Ebinho : Matches,2019-08-02,13:10 UTC,A1S-Tier,FIFA eWorld Cup 2019 Group Stage,6 : 9,Tass
Ebinho : Matches,2019-08-02,12:15 UTC,A1S-Tier,FIFA eWorld Cup 2019 Group Stage,2 : 5,MegaBit
Ebinho : Matches,2019-08-02,11:00 UTC,A1S-Tier,FIFA eWorld Cup 2019 Group Stage,4 : 5,Resende
Ebinho : Matches,2019-08-02,10:00 UTC,A1S-Tier,FIFA eWorld Cup 2019 Group Stage,4 : 1,Janoz
Ebinho : Matches,2019-08-02,09:00 UTC,A1S-Tier,FIFA eWorld Cup 2019 Group Stage,1 : 2,Tekkz
Ebinho : Matches,2019-07-07,13:00 UTC,A1S-Tier,FIFA Global Series 2019 Playoffs - Xbox One: Playoffs,3 : 4,NRaseck
Ebinho : Matches,2019-07-05,18:00 UTC,A1S-Tier,FIFA Global Series 2019 Playoffs - Xbox One: Group Stage,7 : 3,RayZiaaH
Ebinho : Matches,2019-07-05,17:00 UTC,A1S-Tier,FIFA Global Series 2019 Playoffs - Xbox One: Group Stage,7 : 5,Brenner
Ebinho : Matches,2019-07-05,16:00 UTC,A1S-Tier,FIFA Global Series 2019 Playoffs - Xbox One: Group Stage,4 : 7,Mino
Ebinho : Matches,2019-07-05,15:00 UTC,A1S-Tier,FIFA Global Series 2019 Playoffs - Xbox One: Group Stage,4 : 3,Felipe Abd
Ebinho : Matches,2019-07-05,14:00 UTC,A1S-Tier,FIFA Global Series 2019 Playoffs - Xbox One: Group Stage,6 : 3,Bryan
Ebinho : Matches,2019-07-05,13:00 UTC,A1S-Tier,FIFA Global Series 2019 Playoffs - Xbox One: Group Stage,3 : 5,Gaucho10
Ebinho : Matches,2019-04-14,,A1S-Tier,FIFA eNations Cup 2019,3 : 6,DaXe
Ebinho : Matches,2019-04-13,,A1S-Tier,FIFA eNations Cup 2019,0 : 1,Yago
Ebinho : Matches,2019-04-13,,A1S-Tier,FIFA eNations Cup 2019,2 : 1,BorasLegend
Ebinho : Matches,2019-04-13,,A1S-Tier,FIFA eNations Cup 2019,3 : 1,MegaBit
Ebinho : Matches,2019-04-13,,A1S-Tier,FIFA eNations Cup 2019,3 : 2,Hyper
Ebinho : Matches,2019-04-13,,A1S-Tier,FIFA eNations Cup 2019,1 : 0,Yago
Ebinho : Matches,2019-04-13,,A1S-Tier,FIFA eNations Cup 2019,1 : 2,BorasLegend
Ebinho : Matches,2019-04-13,,A1S-Tier,FIFA eNations Cup 2019,3 : 1,MegaBit
Ebinho : Matches,2019-04-13,,A1S-Tier,FIFA eNations Cup 2019,2 : 1,Hyper
Ebinho : Matches,2019-04-13,,A1S-Tier,FIFA eNations Cup 2019,3 : 2,Yago
Ebinho : Matches,2019-04-13,,A1S-Tier,FIFA eNations Cup 2019,3 : 1,BorasLegend
Ebinho : Matches,2019-04-13,,A1S-Tier,FIFA eNations Cup 2019,3 : 2,MegaBit
Ebinho : Matches,2019-04-13,,A1S-Tier,FIFA eNations Cup 2019,0 : 1,Hyper
Ebinho : Matches,2018-12-02,15:00 UTC,A2A-Tier,FUT 19 Champions Cup November - Playoffs,3 : 5,Dani
Ebinho : Matches,2018-12-02,14:00 UTC,A2A-Tier,FUT 19 Champions Cup November - Playoffs,7 : 6,NRaseck
Ebinho : Matches,2018-11-30,18:00 UTC,A2A-Tier,FUT 19 Champions Cup November - Group Stage,8 : 5,Gorilla
Ebinho : Matches,2018-11-30,17:00 UTC,A2A-Tier,FUT 19 Champions Cup November - Group Stage,3 : 5,NRaseck
Ebinho : Matches,2018-11-30,16:00 UTC,A2A-Tier,FUT 19 Champions Cup November - Group Stage,3 : 4,Stokes
Ebinho : Matches,2018-11-30,15:00 UTC,A2A-Tier,FUT 19 Champions Cup November - Group Stage,5 : 4,DrNightWatch
Ebinho : Matches,2018-11-30,14:00 UTC,A2A-Tier,FUT 19 Champions Cup November - Group Stage,4 : 3,Ryan
Daniel7 : Matches,2024-11-05,18:15 UTC,A2A-Tier,Virtual Bundesliga 2024-25 - Club Championship North-West Division,2 : 0,Thaa_DEUS
Daniel7 : Matches,2024-10-29,18:15 UTC,A2A-Tier,Virtual Bundesliga 2024-25 - Club Championship North-West Division,0 : 2,Predator
Daniel7 : Matches,2024-10-22,17:15 UTC,A2A-Tier,Virtual Bundesliga 2024-25 - Club Championship North-West Division, : ,JistenNSQ
Daniel7 : Matches,2024-04-07,17:00 UTC,A2A-Tier,Virtual Bundesliga 2023-24 - Open Playoffs,4 : 8,marius1114
Daniel7 : Matches,2024-04-07,16:00 UTC,A2A-Tier,Virtual Bundesliga 2023-24 - Open Playoffs,4 : 1,Lubappe6
Daniel7 : Matches,2024-04-07,15:00 UTC,A2A-Tier,Virtual Bundesliga 2023-24 - Open Playoffs,6 : 3,xKaan61
Daniel7 : Matches,2024-04-07,14:00 UTC,A2A-Tier,Virtual Bundesliga 2023-24 - Open Playoffs,3 : 4,NiklasRank
Daniel7 : Matches,2024-04-07,13:00 UTC,A2A-Tier,Virtual Bundesliga 2023-24 - Open Playoffs,3 : 2,DerKaiser
Daniel7 : Matches,2024-03-22,19:30 UTC,A2A-Tier,Virtual Bundesliga 2023-24 - Club Championship Playoffs,1 : 2,DAVE
Daniel7 : Matches,2024-03-05,18:00 UTC,A2A-Tier,Virtual Bundesliga 2023-24 - Club Championship North-West Division,3 : 1,JH7
Daniel7 : Matches,2024-02-27,16:30 UTC,A2A-Tier,Virtual Bundesliga 2023-24 - Club Championship North-West Division,2 : 0,Pullujalla
Daniel7 : Matches,2024-02-20,19:30 UTC,A2A-Tier,Virtual Bundesliga 2023-24 - Club Championship North-West Division,3 : 1,AliiiG07
Daniel7 : Matches,2024-02-20,18:00 UTC,A2A-Tier,Virtual Bundesliga 2023-24 - Club Championship North-West Division,0 : 2,JistenNSQ
Daniel7 : Matches,2024-02-20,16:30 UTC,A2A-Tier,Virtual Bundesliga 2023-24 - Club Championship North-West Division,2 : 1,BeneCR7x
Daniel7 : Matches,2024-02-13,19:30 UTC,A2A-Tier,Virtual Bundesliga 2023-24 - Club Championship North-West Division,0 : 2,Antimax
Daniel7 : Matches,2024-02-13,18:00 UTC,A2A-Tier,Virtual Bundesliga 2023-24 - Club Championship North-West Division,2 : 1,lukas_official11
